PRODUTO;CODIGO_BARRA;COR_PRODUTO;COD_FILIAL;FILIAL;DATA;NUMERACAO;COD_NUMERACAO;CODIGO_TAB_PRECO;PRECO1;PRECO_LIQUIDO1;EstoqueGrade;Grade;
"HR622820";"7909300172147            ";"BLT       ";"000425";"RS RUA NOVO HAMBURGO     ";"12/06/2024 00:00:00";"40D     ";"4";"01";"56,15";"56,15";"1";"ES4";
